,rank,finalWorth,age,industries,selfMade,gender,birthDate,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
513,511,5200,71.0,Fashion & Retail,True,M,1952-02-01 00:00:00,1952.0,2.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
514,511,5200,71.0,Fashion & Retail,False,M,1951-09-28 00:00:00,1951.0,9.0,28.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
515,511,5200,85.0,Telecom,True,M,1938-04-01 00:00:00,1938.0,4.0,1.0,121.46,0.7,364701517788,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
517,511,5200,82.0,Food & Beverage,False,M,1941-01-25 00:00:00,1941.0,1.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
518,511,5200,49.0,Gambling & Casinos,True,M,1973-12-27 00:00:00,1973.0,12.0,27.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
519,511,5200,74.0,Technology,True,M,1948-09-10 00:00:00,1948.0,9.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
520,511,5200,78.0,Real Estate,True,M,1944-09-03 00:00:00,1944.0,9.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
521,511,5200,81.0,Real Estate,True,M,1941-09-28 00:00:00,1941.0,9.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
522,523,5100,49.0,Manufacturing,True,M,1973-09-04 00:00:00,1973.0,9.0,4.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
523,523,5100,59.0,Finance & Investments,False,F,1963-09-12 00:00:00,1963.0,9.0,12.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
524,523,5100,90.0,Finance & Investments,False,M,1933-01-06 00:00:00,1933.0,1.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
525,523,5100,49.0,Media & Entertainment,True,M,1974-01-01 00:00:00,1974.0,1.0,1.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
526,523,5100,61.0,Finance & Investments,True,M,1961-07-13 00:00:00,1961.0,7.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
527,523,5100,64.0,Logistics,True,M,1958-10-25 00:00:00,1958.0,10.0,25.0,120.27,2.2,403336363636,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
528,523,5100,65.0,Finance & Investments,True,M,1957-10-12 00:00:00,1957.0,10.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
530,523,5100,75.0,Technology,True,M,1947-08-25 00:00:00,1947.0,8.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
531,523,5100,88.0,Healthcare,True,M,1935-01-01 00:00:00,1935.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
532,523,5100,72.0,Sports,False,F,1950-10-21 00:00:00,1950.0,10.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
533,534,5000,79.0,Finance & Investments,True,M,1943-05-23 00:00:00,1943.0,5.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
534,534,5000,75.0,Energy,False,M,1948-03-19 00:00:00,1948.0,3.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
535,534,5000,55.0,Healthcare,False,F,1968-01-01 00:00:00,1968.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
536,534,5000,43.0,Finance & Investments,True,M,1979-12-03 00:00:00,1979.0,12.0,3.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
537,534,5000,69.0,Technology,False,M,1954-01-01 00:00:00,1954.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
538,534,5000,56.0,Telecom,True,M,1966-07-08 00:00:00,1966.0,7.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
539,534,5000,50.0,Healthcare,True,M,1972-11-20 00:00:00,1972.0,11.0,20.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
540,534,5000,57.0,Technology,True,M,1966-03-27 00:00:00,1966.0,3.0,27.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
541,534,5000,50.0,Fashion & Retail,False,F,1973-01-01 00:00:00,1973.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
542,534,5000,83.0,Fashion & Retail,False,M,1939-05-27 00:00:00,1939.0,5.0,27.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
543,534,5000,78.0,Media & Entertainment,True,M,1944-05-14 00:00:00,1944.0,5.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
544,534,5000,86.0,Sports,False,F,1936-09-30 00:00:00,1936.0,9.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
545,534,5000,57.0,Healthcare,True,M,1965-09-19 00:00:00,1965.0,9.0,19.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
546,534,5000,64.0,Real Estate,False,F,1958-07-24 00:00:00,1958.0,7.0,24.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
547,534,5000,59.0,Healthcare,False,M,1963-07-22 00:00:00,1963.0,7.0,22.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
548,534,5000,64.0,Food & Beverage,False,M,1959-03-23 00:00:00,1959.0,3.0,23.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
549,534,5000,66.0,Fashion & Retail,True,M,1957-01-01 00:00:00,1957.0,1.0,1.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
551,552,4900,79.0,Manufacturing,True,M,1943-05-17 00:00:00,1943.0,5.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
552,552,4900,72.0,Healthcare,True,M,1951-03-17 00:00:00,1951.0,3.0,17.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
553,552,4900,81.0,Technology,False,F,1941-06-28 00:00:00,1941.0,6.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
555,552,4900,81.0,Service,True,M,1941-11-14 00:00:00,1941.0,11.0,14.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
556,552,4900,53.0,Finance & Investments,True,M,1970-02-04 00:00:00,1970.0,2.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
557,552,4900,67.0,Finance & Investments,True,M,1956-02-18 00:00:00,1956.0,2.0,18.0,133.61,4.9,17743195770,63.9,98.6,73.6,21.7,9.9,3720382.0,42.315407,43.356892
558,552,4900,94.0,Metals & Mining,True,M,1928-11-01 00:00:00,1928.0,11.0,1.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
559,552,4900,77.0,Healthcare,True,M,1946-01-31 00:00:00,1946.0,1.0,31.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
560,552,4900,86.0,Food & Beverage,False,M,1937-01-01 00:00:00,1937.0,1.0,1.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
561,552,4900,72.0,Automotive,False,M,1950-11-20 00:00:00,1950.0,11.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
562,552,4900,58.0,Sports,True,M,1964-11-23 00:00:00,1964.0,11.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
563,552,4900,60.0,Diversified,True,M,1962-06-18 00:00:00,1962.0,6.0,18.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
564,552,4900,67.0,Energy,True,M,1955-11-09 00:00:00,1955.0,11.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
565,552,4900,50.0,Fashion & Retail,True,M,1972-11-01 00:00:00,1972.0,11.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
566,567,4800,58.0,Fashion & Retail,True,M,1964-09-12 00:00:00,1964.0,9.0,12.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
567,567,4800,50.0,Fashion & Retail,True,M,1973-01-01 00:00:00,1973.0,1.0,1.0,114.11,2.2,592164400688,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
568,567,4800,79.0,Healthcare,True,M,1943-11-22 00:00:00,1943.0,11.0,22.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
569,567,4800,69.0,Fashion & Retail,False,M,1954-03-09 00:00:00,1954.0,3.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
570,567,4800,64.0,Manufacturing,False,M,1958-05-19 00:00:00,1958.0,5.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
571,567,4800,67.0,Manufacturing,False,M,1955-05-05 00:00:00,1955.0,5.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
572,567,4800,66.0,Manufacturing,False,F,1956-12-30 00:00:00,1956.0,12.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
573,567,4800,68.0,Technology,True,M,1955-01-28 00:00:00,1955.0,1.0,28.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
574,567,4800,64.0,Technology,True,F,1958-11-27 00:00:00,1958.0,11.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
575,567,4800,63.0,Manufacturing,False,F,1959-04-06 00:00:00,1959.0,4.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
576,567,4800,70.0,Healthcare,False,M,1953-03-19 00:00:00,1953.0,3.0,19.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
578,567,4800,62.0,Finance & Investments,True,M,1961-02-01 00:00:00,1961.0,2.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
579,580,4700,88.0,Diversified,False,F,1935-01-16 00:00:00,1935.0,1.0,16.0,110.62,0.3,237686075635,63.9,106.2,81.3,22.8,39.8,10269417.0,39.399872,-8.224454
580,580,4700,76.0,Sports,False,F,1947-01-26 00:00:00,1947.0,1.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
582,580,4700,63.0,Manufacturing,True,M,1959-11-20 00:00:00,1959.0,11.0,20.0,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
583,580,4700,54.0,Finance & Investments,True,M,1968-07-12 00:00:00,1968.0,7.0,12.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
584,580,4700,68.0,Real Estate,False,M,1955-01-01 00:00:00,1955.0,1.0,1.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
585,580,4700,77.0,Technology,False,F,1945-07-15 00:00:00,1945.0,7.0,15.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
586,580,4700,50.0,Manufacturing,True,M,1972-04-08 00:00:00,1972.0,4.0,8.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
587,580,4700,68.0,Media & Entertainment,True,M,1954-06-23 00:00:00,1954.0,6.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
588,580,4700,76.0,Diversified,True,M,1947-03-19 00:00:00,1947.0,3.0,19.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
589,580,4700,52.0,Media & Entertainment,True,M,1970-12-13 00:00:00,1970.0,12.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
590,591,4600,61.0,Food & Beverage,True,M,1962-01-01 00:00:00,1962.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
591,591,4600,64.0,Media & Entertainment,True,M,1958-07-31 00:00:00,1958.0,7.0,31.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
592,591,4600,96.0,Media & Entertainment,True,M,1926-10-16 00:00:00,1926.0,10.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
593,591,4600,46.0,Technology,True,M,1976-11-19 00:00:00,1976.0,11.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
594,591,4600,56.0,Energy,True,F,1967-01-01 00:00:00,1967.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
595,591,4600,62.0,Metals & Mining,True,M,1960-10-29 00:00:00,1960.0,10.0,29.0,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
597,591,4600,79.0,Fashion & Retail,False,M,1944-02-26 00:00:00,1944.0,2.0,26.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
598,591,4600,54.0,Manufacturing,True,M,1968-10-10 00:00:00,1968.0,10.0,10.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
599,591,4600,45.0,Media & Entertainment,True,M,1978-01-01 00:00:00,1978.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
601,591,4600,69.0,Fashion & Retail,False,M,1954-01-22 00:00:00,1954.0,1.0,22.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
602,591,4600,71.0,Fashion & Retail,False,M,1952-02-15 00:00:00,1952.0,2.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
603,591,4600,65.0,Fashion & Retail,False,M,1957-10-21 00:00:00,1957.0,10.0,21.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
604,591,4600,79.0,Food & Beverage,True,M,1944-01-01 00:00:00,1944.0,1.0,1.0,151.36,2.0,169988236398,51.4,109.9,76.7,37.2,66.1,43053054.0,28.033886,1.659626
605,591,4600,78.0,Logistics,True,M,1944-08-11 00:00:00,1944.0,8.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
606,591,4600,62.0,Finance & Investments,True,M,1960-11-27 00:00:00,1960.0,11.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
607,591,4600,34.0,Manufacturing,False,M,1989-02-11 00:00:00,1989.0,2.0,11.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
608,591,4600,52.0,Food & Beverage,True,M,1970-05-05 00:00:00,1970.0,5.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
609,591,4600,66.0,Healthcare,True,M,1957-01-01 00:00:00,1957.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
610,611,4500,55.0,Food & Beverage,False,M,1967-07-01 00:00:00,1967.0,7.0,1.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
611,611,4500,82.0,Technology,True,M,1940-04-26 00:00:00,1940.0,4.0,26.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
612,611,4500,56.0,Technology,True,M,1966-09-16 00:00:00,1966.0,9.0,16.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
613,611,4500,54.0,Technology,True,M,1968-08-05 00:00:00,1968.0,8.0,5.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
614,611,4500,83.0,Food & Beverage,False,M,1940-01-30 00:00:00,1940.0,1.0,30.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
615,611,4500,76.0,Technology,True,M,1946-08-20 00:00:00,1946.0,8.0,20.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
616,611,4500,71.0,Fashion & Retail,False,M,1951-09-11 00:00:00,1951.0,9.0,11.0,120.27,2.2,403336363636,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946
617,611,4500,60.0,Finance & Investments,True,M,1962-08-19 00:00:00,1962.0,8.0,19.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
618,611,4500,70.0,Real Estate,True,M,1953-03-01 00:00:00,1953.0,3.0,1.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
619,611,4500,41.0,Finance & Investments,True,M,1981-10-02 00:00:00,1981.0,10.0,2.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
620,611,4500,59.0,Manufacturing,True,M,1964-01-01 00:00:00,1964.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
622,611,4500,65.0,Manufacturing,True,M,1958-01-21 00:00:00,1958.0,1.0,21.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
623,624,4400,50.0,Healthcare,True,M,1972-07-20 00:00:00,1972.0,7.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
624,624,4400,89.0,Technology,False,F,1933-11-15 00:00:00,1933.0,11.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
625,624,4400,88.0,Manufacturing,True,M,1935-04-04 00:00:00,1935.0,4.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
626,624,4400,63.0,Service,True,M,1960-03-13 00:00:00,1960.0,3.0,13.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
627,624,4400,64.0,Construction & Engineering,False,M,1958-07-18 00:00:00,1958.0,7.0,18.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
628,624,4400,81.0,Healthcare,True,M,1942-01-10 00:00:00,1942.0,1.0,10.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
629,624,4400,58.0,Fashion & Retail,False,M,1964-07-22 00:00:00,1964.0,7.0,22.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
630,624,4400,67.0,Real Estate,True,M,1955-12-01 00:00:00,1955.0,12.0,1.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
631,624,4400,71.0,Sports,False,M,1951-09-08 00:00:00,1951.0,9.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
632,624,4400,66.0,Finance & Investments,True,M,1956-09-03 00:00:00,1956.0,9.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
633,624,4400,65.0,Manufacturing,True,M,1958-01-01 00:00:00,1958.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
634,624,4400,54.0,Metals & Mining,True,M,1968-05-30 00:00:00,1968.0,5.0,30.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
635,636,4300,59.0,Telecom,True,M,1963-08-20 00:00:00,1963.0,8.0,20.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
636,636,4300,46.0,Finance & Investments,True,M,1976-05-06 00:00:00,1976.0,5.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
637,636,4300,63.0,Finance & Investments,True,M,1959-07-23 00:00:00,1959.0,7.0,23.0,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
638,636,4300,49.0,Finance & Investments,True,M,1973-05-29 00:00:00,1973.0,5.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
639,636,4300,61.0,Healthcare,True,M,1962-01-01 00:00:00,1962.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
640,636,4300,91.0,Logistics,True,F,1932-01-04 00:00:00,1932.0,1.0,4.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
641,636,4300,90.0,Food & Beverage,True,F,1933-01-07 00:00:00,1933.0,1.0,7.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
642,636,4300,61.0,Diversified,True,M,1961-09-01 00:00:00,1961.0,9.0,1.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
643,636,4300,62.0,Metals & Mining,True,M,1960-06-09 00:00:00,1960.0,6.0,9.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
644,636,4300,56.0,Finance & Investments,True,M,1966-09-10 00:00:00,1966.0,9.0,10.0,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
645,636,4300,55.0,Finance & Investments,False,F,1967-08-19 00:00:00,1967.0,8.0,19.0,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
648,636,4300,61.0,Food & Beverage,False,F,1961-10-27 00:00:00,1961.0,10.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
649,636,4300,75.0,Real Estate,True,M,1947-07-08 00:00:00,1947.0,7.0,8.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
650,636,4300,54.0,Diversified,True,M,1968-08-05 00:00:00,1968.0,8.0,5.0,163.52,2.8,261921244843,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
651,636,4300,64.0,Healthcare,False,M,1958-05-03 00:00:00,1958.0,5.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
654,636,4300,42.0,Technology,True,M,1980-10-30 00:00:00,1980.0,10.0,30.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
655,636,4300,74.0,Manufacturing,True,M,1949-01-01 00:00:00,1949.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
656,636,4300,58.0,Technology,True,M,1964-12-05 00:00:00,1964.0,12.0,5.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
657,636,4300,83.0,Finance & Investments,True,M,1939-05-23 00:00:00,1939.0,5.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
658,659,4200,65.0,Service,False,F,1957-09-09 00:00:00,1957.0,9.0,9.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
659,659,4200,68.0,Finance & Investments,True,M,1955-03-16 00:00:00,1955.0,3.0,16.0,116.86,2.8,34117202555,88.1,99.4,74.7,22.9,38.1,1912789.0,56.879635,24.603189
660,659,4200,82.0,Real Estate,True,F,1941-01-01 00:00:00,1941.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
661,659,4200,57.0,Real Estate,True,M,1966-01-01 00:00:00,1966.0,1.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
662,659,4200,87.0,Finance & Investments,False,M,1936-01-01 00:00:00,1936.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
663,659,4200,82.0,Finance & Investments,False,M,1940-08-10 00:00:00,1940.0,8.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
664,659,4200,72.0,Energy,True,F,1950-07-23 00:00:00,1950.0,7.0,23.0,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327
665,659,4200,74.0,Technology,True,M,1949-01-10 00:00:00,1949.0,1.0,10.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
666,659,4200,82.0,Finance & Investments,True,M,1940-11-06 00:00:00,1940.0,11.0,6.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
